Age,Gender,MaritalStatus,Education,Occupation,MonthlyIncomeINR,City,Organization,EventsAttendedAnnually,VisitReason,FirstVisit,EventDiscovery,RegistrationMode,PreferredEventType,HoursSpent,TravelDistance,AttendingWith,ParticipationFrequency,SpendPerVisitINR,PremiumSeatingInterest,BundlePreference,NetworkingInterest,FoodPreferences,MaxFoodSpendINR,SponsorOrExhibitorInterest,CoWorkingInterest,PostEventPartyInterest,Importance_Parking,Importance_Restrooms,Importance_Accessibility,Importance_WiFi,Importance_Signage,Importance_Security,Importance_Seating Comfort,Importance_Cleanliness,Experience_Mobile App,Experience_Digital Ticketing,Experience_Interactive Screens,Experience_Live Streaming,OverallCleanlinessRating,StaffHelpful,NavigationEasy,UsedCloakRoom,UseMobileApp,UsedPublicTransport,SocialMediaPostIntent,ReadReviews,LivePollParticipation,SharePreferencesForPersonalization,NewsletterSubscription,RecommendJioWorldCentre,OverallSatisfaction,ChallengesFaced,MainConcern,RegPaymentIssue,SustainabilityImportance,Suggestions,AdditionalFacilities,ContactConsent,Email
24,Male,Married,PhD,Corporate,51624,Mumbai,TCS,5,Conference,Yes,Ad,Through organization,Art & Culture,6.5,50-100km,Colleagues,Quarterly,714,Yes,None,Yes,"Quick snacks,Continental,Vegan",967,No,No,Maybe,4,4,3,3,3,4,5,5,3,2,4,3,4,Yes,Yes,No,Maybe,Yes,Yes,Sometimes,Yes,Yes,No,4.0,8.0,"Accessibility,Food Quality,Waiting Time",Crowds,No,4,,,No,
31,Male,Married,Postgraduate,Corporate,53932,Mumbai,Other,2,Performance,No,Social Media,Online,Other,1.3,Within city,Family,Annually,2666,No,Event + Food,No,Quick snacks,1293,No,No,Yes,5,2,4,5,3,4,4,5,2,4,1,4,4,Yes,Yes,No,Yes,No,Maybe,Sometimes,No,Yes,Yes,10.0,8.0,"Tech Issues,Food Quality",COVID-19,No,3,,,No,
40,Female,Married,Postgraduate,Corporate,87722,Mumbai,College,1,Conference,No,Email,Online,Industry,6.7,Outstation,Alone,Quarterly,13856,Yes,Event + Food,No,Asian,3905,No,No,No,3,4,4,3,3,5,4,4,3,4,4,3,5,Yes,Somewhat,No,Maybe,Yes,No,Never,No,No,Yes,9.0,9.0,"Waiting Time,Tech Issues,Other",Safety,Yes,4,,,Yes,
41,Female,Married,Postgraduate,Academic,119113,Mumbai,HUL,1,Other,No,Word of Mouth,Through organization,Entertainment,4.1,Within city,Alone,Annually,9539,Yes,None,Yes,Quick snacks,529,No,Maybe,No,4,3,4,5,3,5,4,4,4,5,5,3,4,Yes,No,Yes,Maybe,Yes,No,Sometimes,Yes,Yes,Yes,8.0,9.0,Signage,Safety,No,4,,,Yes,
39,Male,Married,Postgraduate,Entrepreneur,45575,Ahmedabad,TCS,3,Exhibition,No,Email,At venue,Family,4.4,Within city,Family,Rarely,6660,No,Event + Food,Yes,Indian,1187,No,Maybe,Maybe,4,5,3,4,5,4,4,4,2,5,3,5,4,Yes,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,7.0,6.0,Other,Facilities,No,3,,,Yes,
40,Male,Single,Postgraduate,Academic,367497,Mumbai,Not Disclosed,2,Meeting,Yes,Social Media,Through organization,Other,5.5,Within city,Colleagues,Annually,4723,Maybe,Event + Food,Yes,"Indian,Continental",728,No,No,Yes,4,3,3,3,4,5,4,4,4,4,3,3,3,No,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Maybe,Yes,8.0,9.0,Signage,Pricing,No,2,,,No,
50,Female,Married,Postgraduate,Entrepreneur,119951,Chennai,Infosys,3,Banquet,No,Word of Mouth,Online,Entertainment,5.4,Within city,Alone,Quarterly,8489,No,Event + Food,No,"Asian,Continental,No preference",273,No,No,Yes,5,4,4,4,3,4,4,4,3,4,5,4,5,Yes,Yes,Yes,Maybe,Sometimes,No,Never,No,Yes,No,9.0,10.0,"Signage,Accessibility,Parking",Facilities,No,4,,,No,
42,Male,Single,Postgraduate,Corporate,105809,Delhi,Other,3,Exhibition,No,Other,Online,Family,5.1,Within city,Family,Annually,9563,No,VIP Perks,No,"Continental,No preference",792,No,No,Maybe,3,5,5,4,3,4,5,5,3,4,3,5,5,Yes,Yes,No,No,No,No,Never,Yes,Maybe,No,8.0,8.0,Waiting Time,Other,Yes,5,,,Yes,user4564@mail.com
32,Female,Married,Graduate,Corporate,86521,Delhi,College,5,Exhibition,No,Social Media,Online,Industry,5.1,Within city,Colleagues,Annually,3873,Maybe,Event + Food,No,Quick snacks,2000,No,No,Yes,4,3,5,4,5,5,3,3,4,3,4,5,4,Somewhat,Yes,No,Yes,Yes,No,Sometimes,No,Maybe,Yes,7.0,6.0,"Signage,Food Quality",Pricing,No,3,,,No,
33,Male,Married,Graduate,Student,108136,Chennai,TCS,3,Performance,Yes,Social Media,Through organization,Academic,4.9,Within city,Colleagues,Annually,4223,Yes,Event + Food,No,Quick snacks,383,No,Yes,No,3,4,3,5,5,3,3,4,4,3,4,5,5,Somewhat,Yes,No,No,Yes,Yes,Sometimes,Yes,Yes,No,10.0,7.0,Tech Issues,Safety,No,4,,,No,
45,Male,Other,Graduate,Student,293731,Mumbai,College,5,Conference,Yes,Social Media,Online,Academic,6.8,Within city,Alone,Annually,3767,No,Event + Food,Yes,"Vegan,Gluten-free",610,No,No,Maybe,4,3,3,4,4,4,4,5,3,3,5,4,5,No,Somewhat,No,Yes,No,No,Always,No,No,Yes,9.0,7.0,"Signage,Waiting Time,Accessibility",Crowds,No,2,,,Yes,
35,Female,Single,Postgraduate,Entrepreneur,38993,Delhi,Not Disclosed,3,Exhibition,No,Word of Mouth,Online,Other,4.7,Within city,Alone,Rarely,9501,No,VIP Perks,No,Asian,639,No,No,No,3,5,5,3,3,5,5,4,3,5,3,3,5,Yes,Yes,No,Yes,Sometimes,No,Never,Yes,Yes,Yes,7.0,8.0,"Tech Issues,Seating",Safety,Yes,2,,,Yes,
18,Male,Married,Postgraduate,Corporate,149878,Mumbai,College,2,Exhibition,Yes,Email,Through organization,Entertainment,5.9,Within city,Friends,Annually,13870,Yes,Networking Access,Yes,"No preference,Indian",505,No,No,Yes,4,4,4,5,5,4,3,5,5,3,2,5,4,Yes,Yes,Yes,Maybe,No,No,Sometimes,Yes,Maybe,Yes,10.0,9.0,"Accessibility,Other,Waiting Time",COVID-19,Somewhat,4,,,No,
45,Male,Married,Graduate,Corporate,231477,Other,College,1,Exhibition,Yes,Social Media,Online,Industry,6.2,50-100km,Friends,Rarely,5334,No,Event + Food,Yes,No preference,1919,No,No,Yes,5,4,4,4,5,2,3,2,1,3,1,2,3,Yes,Yes,Yes,Maybe,Yes,Maybe,Sometimes,Yes,Maybe,No,10.0,9.0,Food Quality,Other,No,3,,,No,
39,Female,Single,Postgraduate,Corporate,223456,Mumbai,TCS,2,Banquet,Yes,Social Media,At venue,Industry,1.7,Within city,Alone,Annually,6135,No,Event + Food,No,"Quick snacks,No preference,Indian",1341,No,Yes,No,4,3,5,4,3,4,4,4,3,4,3,4,5,Yes,Somewhat,No,Maybe,Yes,No,Never,No,Yes,Yes,7.0,6.0,Waiting Time,Facilities,No,4,,,No,
46,Male,Married,Postgraduate,Corporate,74173,Chennai,TCS,1,Exhibition,Yes,Social Media,Online,Entertainment,0.9,Within city,Alone,Monthly,1876,Yes,Event + Food,No,"Asian,No preference",1293,No,Yes,Yes,5,5,4,5,5,3,4,4,4,5,5,3,4,Somewhat,Yes,No,Yes,No,Yes,Sometimes,Yes,No,Yes,8.0,8.0,"Other,Signage,Parking",Facilities,No,4,,,Yes,
33,Female,Married,High School,Entrepreneur,155914,Bangalore,Reliance,1,Conference,No,Social Media,Online,Entertainment,3.9,Outstation,Alone,Annually,3665,Maybe,Networking Access,Yes,"Asian,Vegan",492,No,No,No,5,5,3,3,5,4,5,5,5,4,4,1,4,Yes,Yes,Yes,No,No,No,Always,Yes,Yes,Yes,9.0,5.0,"Other,Signage,Waiting Time",Crowds,No,4,,,No,
25,Female,Married,Graduate,Corporate,79462,Mumbai,Other,3,Conference,Yes,Word of Mouth,At venue,Entertainment,5.8,Within city,Alone,Rarely,2335,Maybe,Event + Food,Yes,Asian,1367,No,No,Maybe,4,2,4,5,5,4,4,4,4,5,5,2,5,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,Yes,Yes,6.0,10.0,Seating,Other,No,5,,,No,
45,Female,Married,Postgraduate,Academic,96199,Bangalore,Reliance,2,Meeting,Yes,Social Media,Through organization,Art & Culture,0.2,Within city,Friends,Monthly,3841,No,None,Yes,"Continental,Gluten-free",1311,No,Maybe,No,2,4,3,5,4,3,4,3,4,4,2,4,4,Yes,Somewhat,Yes,Yes,Yes,No,Sometimes,No,No,No,4.0,9.0,Signage,COVID-19,Yes,3,,,Yes,
41,Male,Married,Graduate,Corporate,67179,Bangalore,Startup,4,Meeting,No,Word of Mouth,Through organization,Art & Culture,5.2,International,Alone,Annually,8040,No,None,No,"Vegan,Indian,Continental",525,No,No,Maybe,5,3,4,3,3,4,5,5,3,2,4,3,4,Somewhat,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,6.0,9.0,Signage,COVID-19,No,4,,,No,
35,Male,Married,Postgraduate,Corporate,264684,Mumbai,Other,3,Conference,Yes,Word of Mouth,Online,Industry,4.7,Within city,Friends,Annually,8589,No,None,Yes,Indian,3139,No,No,Maybe,4,4,3,4,4,4,2,2,4,3,2,4,4,Yes,Somewhat,No,Yes,No,No,Never,Yes,No,Yes,10.0,10.0,Parking,Crowds,No,1,,,Yes,
28,Male,Married,Graduate,Other,63057,Other,Startup,5,Conference,Yes,Ad,Online,Family,5.7,Within city,Alone,Quarterly,15302,Yes,Event + Food,Yes,"Quick snacks,Gluten-free",1394,No,Yes,No,4,5,5,4,5,5,5,2,3,3,3,4,5,Somewhat,Yes,No,Maybe,No,Yes,Always,Yes,Maybe,No,10.0,9.0,Food Quality,Pricing,Yes,3,,,No,
18,Female,Married,Graduate,Entrepreneur,160544,Mumbai,Reliance,6,Conference,No,Social Media,Online,Academic,8.5,Within city,Colleagues,Monthly,3320,No,Event + Food,No,"Vegan,Asian",1250,Maybe,Yes,No,5,5,4,5,4,4,2,4,4,2,3,4,3,Yes,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,10.0,6.0,Other,COVID-19,No,5,,,No,user608@mail.com
34,Male,Married,High School,Entrepreneur,116558,Ahmedabad,Not Disclosed,9,Performance,Yes,Social Media,Online,Entertainment,3.7,Within city,Friends,Monthly,701,No,Event + Food,No,"Quick snacks,Vegan,Indian",612,No,No,Yes,4,5,4,4,4,4,4,3,3,2,4,5,5,Yes,Yes,No,No,No,No,Sometimes,Yes,Yes,No,10.0,7.0,"Accessibility,Parking,Food Quality",Pricing,Somewhat,3,,,No,
33,Male,Married,Postgraduate,Corporate,487376,Ahmedabad,College,0,Performance,No,Other,Through organization,Family,5.0,50-100km,Family,Rarely,1864,Yes,Event + Food,Yes,Quick snacks,2458,Maybe,Yes,No,5,3,4,3,5,3,4,4,4,5,3,4,5,No,Yes,Yes,Yes,No,Yes,Sometimes,Yes,No,Yes,10.0,7.0,"Signage,Other",Pricing,No,3,,,Yes,
32,Female,Other,Postgraduate,Corporate,67351,Mumbai,HUL,5,Conference,No,Corporate,Online,Academic,4.8,50-100km,Friends,Annually,3580,No,Networking Access,No,"Indian,Asian,Continental",877,No,Yes,No,5,3,3,5,4,5,4,5,5,3,4,4,5,Yes,No,No,No,No,No,Never,No,No,No,9.0,9.0,"Other,Seating,Parking",Pricing,No,3,,,No,user995@mail.com
29,Female,Single,Graduate,Corporate,72828,Hyderabad,Reliance,2,Other,Yes,Email,Online,Art & Culture,3.2,50-100km,Family,Rarely,4296,No,Networking Access,No,"Indian,Asian,Continental",293,No,Maybe,No,3,4,3,3,4,3,4,5,3,4,3,2,5,Yes,Yes,Yes,Yes,Sometimes,No,Always,Yes,Maybe,Yes,10.0,9.0,Tech Issues,Pricing,No,5,,,Yes,
34,Male,Married,Graduate,Corporate,106797,Mumbai,Startup,3,Exhibition,No,Word of Mouth,Online,Art & Culture,5.3,Outstation,Friends,Annually,7123,Yes,VIP Perks,Yes,Gluten-free,1859,No,No,Yes,3,4,4,4,4,5,5,4,2,4,4,3,4,Yes,Yes,Yes,Yes,Sometimes,No,Sometimes,No,No,Yes,9.0,6.0,"Seating,Waiting Time",Safety,No,5,,,Yes,
34,Male,Married,Postgraduate,Entrepreneur,81707,Bangalore,TCS,5,Conference,No,Word of Mouth,Online,Industry,3.0,Within city,Family,Quarterly,3224,No,None,No,No preference,1230,No,No,No,4,3,3,3,3,5,3,3,3,2,4,4,4,Yes,No,No,No,No,Yes,Never,Yes,No,No,6.0,7.0,"Signage,Tech Issues",COVID-19,No,2,,,No,
29,Male,Married,Postgraduate,Academic,198455,Hyderabad,TCS,1,Performance,Yes,Word of Mouth,Online,Art & Culture,3.1,Within city,Colleagues,Annually,4951,Yes,Event + Food,Yes,"Gluten-free,Indian",1411,No,Yes,Maybe,5,5,4,4,4,5,5,5,3,2,5,5,5,Yes,No,No,Maybe,Yes,Yes,Sometimes,No,No,No,8.0,7.0,Other,COVID-19,No,2,,,No,
18,Female,Married,Graduate,Corporate,163200,Ahmedabad,Startup,6,Exhibition,Yes,Word of Mouth,Online,Entertainment,6.1,50-100km,Colleagues,Annually,4933,Maybe,VIP Perks,Yes,Vegan,853,Yes,No,Maybe,4,5,5,5,2,5,4,4,4,4,3,3,5,Somewhat,Somewhat,No,Yes,No,No,Sometimes,No,No,No,10.0,10.0,"Food Quality,Signage",Safety,No,5,,,No,
30,Male,Married,Postgraduate,Artist,39807,Mumbai,Reliance,5,Exhibition,Yes,Email,At venue,Family,5.3,Within city,Alone,Annually,9560,Yes,Parking,No,"Vegan,Indian,Gluten-free",1424,No,Yes,Yes,5,4,3,5,4,4,5,5,5,3,3,3,4,Yes,No,No,Yes,Yes,No,Never,Yes,No,No,10.0,8.0,Parking,Crowds,Yes,3,,,No,user1356@mail.com
38,Male,Married,Postgraduate,Corporate,139660,Chennai,HUL,4,Conference,Yes,Social Media,Online,Industry,5.5,Within city,Colleagues,Monthly,6582,Yes,Event + Food,Yes,Indian,220,Maybe,No,Maybe,5,4,5,4,3,4,4,4,4,4,5,4,4,Somewhat,Yes,Yes,No,No,No,Never,No,Yes,No,6.0,10.0,"Seating,Parking",Crowds,No,4,,,No,user2320@mail.com
52,Female,Single,Graduate,Student,140850,Mumbai,HUL,3,Banquet,Yes,Email,Through organization,Academic,2.4,Within city,Friends,Annually,2909,No,VIP Perks,Yes,Quick snacks,356,No,No,Maybe,4,4,4,4,3,3,5,5,2,4,2,3,4,Yes,Yes,Yes,No,Sometimes,Maybe,Sometimes,Yes,Yes,No,10.0,8.0,"Waiting Time,Parking,Tech Issues",Crowds,No,4,,,No,user460@mail.com
49,Male,Single,Graduate,Corporate,137371,Mumbai,Not Disclosed,3,Exhibition,Yes,Social Media,Online,Industry,3.5,50-100km,Family,Annually,3149,No,Event + Food,No,Continental,2388,No,Maybe,No,4,3,3,4,3,5,4,4,3,2,4,5,4,Somewhat,No,No,No,No,No,Sometimes,No,Yes,No,10.0,8.0,Other,Pricing,No,4,,,No,
28,Male,Single,Graduate,Other,102139,Hyderabad,Infosys,2,Meeting,No,Email,Online,Entertainment,5.9,Outstation,Alone,Annually,6277,Maybe,Event + Food,No,Gluten-free,1107,No,No,No,4,5,4,4,3,5,4,3,4,2,5,5,4,Somewhat,Yes,No,No,Sometimes,No,Always,Yes,Yes,No,10.0,10.0,"Seating,Food Quality,Accessibility",COVID-19,No,3,,,No,
38,Male,Single,Postgraduate,Corporate,188714,Chennai,Reliance,4,Exhibition,No,Social Media,Online,Academic,6.4,Within city,Family,Monthly,7737,Maybe,Event + Food,No,"Indian,Quick snacks,Vegan",3683,Yes,No,Yes,5,4,4,4,4,5,5,4,4,3,5,4,5,Yes,Yes,No,Yes,Yes,No,Never,No,No,Yes,7.0,9.0,"Tech Issues,Accessibility,Waiting Time",Pricing,No,5,,,Yes,
34,Male,Married,Postgraduate,Student,119442,Other,College,3,Conference,Yes,Other,At venue,Entertainment,8.2,Within city,Alone,Rarely,889,No,None,No,"Indian,Vegan",854,No,Yes,Yes,4,5,4,5,5,4,5,3,3,3,3,2,4,Somewhat,Yes,No,No,No,No,Sometimes,Yes,No,No,6.0,6.0,Other,Safety,Yes,2,,,Yes,
42,Female,Single,Graduate,Corporate,97049,Chennai,Other,2,Meeting,Yes,Social Media,At venue,Art & Culture,0.4,Within city,Family,Rarely,3066,No,Event + Food,Yes,Gluten-free,1176,No,No,Yes,3,3,5,5,5,3,4,2,3,3,5,5,4,Somewhat,Yes,No,Yes,No,No,Sometimes,Yes,No,Yes,8.0,6.0,"Parking,Accessibility,Tech Issues",COVID-19,No,4,,,No,
26,Female,Married,Graduate,Entrepreneur,41015,Mumbai,College,3,Exhibition,Yes,Word of Mouth,Online,Academic,2.3,Within city,Family,Quarterly,11119,Maybe,Networking Access,Yes,"Asian,Vegan,No preference",2510,No,Maybe,No,5,4,4,3,4,5,4,4,3,3,4,4,4,No,No,No,Yes,Yes,Yes,Sometimes,Yes,Maybe,No,8.0,10.0,Food Quality,COVID-19,No,5,,,No,
43,Male,Married,Postgraduate,Student,40930,Mumbai,Other,2,Exhibition,Yes,Ad,Online,Industry,5.7,Within city,Alone,Annually,3143,No,Event + Food,Yes,"Quick snacks,Gluten-free,No preference",2996,No,No,No,2,4,5,4,2,4,3,4,3,5,4,3,4,Somewhat,Yes,No,No,Yes,No,Sometimes,Yes,No,No,10.0,10.0,"Seating,Accessibility,Signage",Crowds,No,5,,,No,
38,Male,Married,Postgraduate,Entrepreneur,83024,Mumbai,TCS,3,Meeting,No,Ad,Online,Entertainment,1.3,International,Colleagues,Annually,4358,Yes,None,Yes,"Asian,Continental",1739,No,No,No,3,4,1,3,5,5,4,4,4,4,3,3,4,Somewhat,No,No,Yes,No,No,Sometimes,Yes,Yes,No,7.0,9.0,"Tech Issues,Food Quality,Waiting Time",Safety,Somewhat,5,,,Yes,
34,Female,Single,Graduate,Corporate,183651,Other,Other,4,Conference,Yes,Social Media,Through organization,Entertainment,6.5,Within city,Alone,Annually,1753,Maybe,Event + Food,Yes,Continental,1724,No,No,No,5,5,5,5,5,5,4,5,3,4,5,4,5,Yes,Yes,No,Yes,No,No,Sometimes,Yes,Yes,No,9.0,10.0,"Tech Issues,Waiting Time,Accessibility",COVID-19,No,3,,,Yes,
29,Male,Married,Postgraduate,Student,82391,Mumbai,TCS,4,Exhibition,No,Email,Online,Entertainment,3.6,Outstation,Alone,Quarterly,9966,Maybe,Event + Food,Yes,"Vegan,No preference,Continental",1380,Maybe,No,No,5,3,4,5,5,5,5,5,4,4,4,5,4,Yes,Yes,No,Maybe,No,Yes,Sometimes,No,Yes,No,10.0,5.0,Signage,Pricing,No,4,,,No,
40,Male,Married,High School,Corporate,107863,Bangalore,Other,1,Exhibition,Yes,Social Media,Online,Academic,5.8,Within city,Alone,Rarely,2110,Yes,None,Yes,"Vegan,Indian",1243,No,No,No,4,2,4,5,5,4,4,5,4,4,4,5,5,Yes,Somewhat,No,Yes,Sometimes,No,Never,No,Yes,No,9.0,10.0,"Other,Signage,Food Quality",Crowds,No,5,,,No,user3436@mail.com
34,Male,Other,High School,Student,27576,Ahmedabad,Startup,4,Conference,No,Email,Online,Industry,7.1,Within city,Alone,Rarely,6242,No,Networking Access,Yes,"Gluten-free,Asian",2668,No,Yes,Yes,4,3,4,5,5,4,4,5,3,5,4,2,3,Somewhat,Yes,No,Yes,No,No,Always,Yes,No,No,9.0,9.0,Parking,COVID-19,No,1,,,No,
32,Male,Married,Postgraduate,Artist,400988,Bangalore,HUL,4,Conference,No,Word of Mouth,Online,Entertainment,3.2,International,Family,Quarterly,11523,Maybe,Event + Food,Yes,Asian,1248,No,No,Yes,4,5,4,4,5,4,5,4,5,2,4,5,4,Yes,Yes,No,No,No,No,Never,Yes,No,No,9.0,8.0,"Other,Signage",Safety,No,4,,,No,
15,Male,Single,Graduate,Corporate,100337,Delhi,Reliance,5,Conference,No,Other,Online,Entertainment,4.6,Within city,Friends,Monthly,13534,No,Parking,No,"Vegan,Gluten-free",330,No,No,No,4,4,5,4,5,4,5,5,5,4,4,4,5,Yes,Somewhat,No,Yes,No,Yes,Sometimes,No,Maybe,No,9.0,7.0,"Food Quality,Accessibility,Waiting Time",Safety,Yes,5,,,No,
30,Female,Single,Graduate,Corporate,193088,Mumbai,Startup,3,Performance,Yes,Email,Online,Industry,5.1,Within city,Friends,Rarely,1809,No,Event + Food,No,"Vegan,Indian,Gluten-free",3567,No,No,No,3,5,4,5,4,5,5,4,3,5,4,4,5,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Maybe,No,9.0,7.0,"Signage,Food Quality",Crowds,No,3,,,No,user663@mail.com
46,Male,Married,High School,Other,128625,Mumbai,Reliance,3,Other,No,Word of Mouth,Online,Industry,4.2,Within city,Colleagues,Quarterly,3727,No,Event + Food,No,Vegan,2418,No,No,Yes,4,4,4,4,3,3,5,4,3,4,3,2,3,Yes,No,No,Yes,No,Yes,Always,Yes,No,Yes,10.0,9.0,"Food Quality,Tech Issues,Other",Crowds,No,4,,,Yes,
40,Male,Married,Postgraduate,Corporate,42758,Bangalore,TCS,1,Meeting,No,Corporate,Online,Academic,4.1,Within city,Friends,Monthly,6808,Yes,None,No,"Indian,Vegan",1725,No,Maybe,No,5,4,4,4,4,3,4,3,4,3,4,4,4,Somewhat,Yes,No,Yes,No,No,Never,Yes,Maybe,Yes,8.0,10.0,"Seating,Accessibility,Other",Safety,No,2,,,No,
34,Female,Married,Postgraduate,Corporate,74015,Delhi,College,2,Performance,Yes,Word of Mouth,Online,Other,4.4,50-100km,Family,Annually,1567,No,Parking,No,"No preference,Gluten-free,Vegan",1094,No,Yes,Yes,4,4,4,5,5,4,4,3,4,3,3,4,4,Yes,Yes,Yes,Yes,No,Yes,Always,Yes,Yes,No,7.0,9.0,Tech Issues,Facilities,No,4,,,Yes,
34,Female,Married,High School,Entrepreneur,34063,Mumbai,Startup,2,Exhibition,No,Social Media,Online,Industry,6.9,Within city,Friends,Quarterly,10266,No,Event + Food,No,No preference,2130,No,Maybe,Maybe,4,4,4,2,5,4,4,5,4,4,2,4,5,Yes,Yes,No,Yes,Sometimes,Yes,Sometimes,Yes,Yes,No,8.0,9.0,Other,Facilities,No,3,,,No,
35,Male,Married,Graduate,Corporate,291403,Mumbai,Other,5,Performance,Yes,Ad,At venue,Art & Culture,5.6,Within city,Alone,Quarterly,15000,Maybe,Parking,No,"Vegan,Quick snacks",1586,No,No,Maybe,4,4,4,3,4,3,2,4,2,3,5,4,4,Yes,Yes,No,Yes,Yes,No,Sometimes,No,No,Yes,6.0,8.0,"Signage,Food Quality",Pricing,Yes,4,,,Yes,
37,Male,Married,Postgraduate,Academic,52354,Pune,Not Disclosed,4,Conference,Yes,Word of Mouth,At venue,Industry,3.5,50-100km,Family,Rarely,9559,No,Event + Food,No,Asian,2283,No,No,Yes,5,4,5,3,5,3,4,5,3,3,4,4,5,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,No,Yes,7.0,8.0,"Signage,Accessibility",Facilities,No,3,,,No,
21,Female,Married,PhD,Corporate,68745,Mumbai,Not Disclosed,2,Conference,No,Email,Online,Industry,5.4,Within city,Alone,Annually,4848,No,Parking,No,Quick snacks,2914,No,No,No,5,2,5,5,4,3,4,5,5,3,3,5,4,Yes,Yes,Yes,Yes,Sometimes,Yes,Always,No,Yes,Yes,10.0,5.0,Tech Issues,Safety,No,4,,,No,
33,Male,Married,Graduate,Entrepreneur,127834,Mumbai,Not Disclosed,4,Banquet,No,Word of Mouth,Online,Art & Culture,3.8,Within city,Friends,Quarterly,6463,Yes,None,Yes,Asian,2111,Yes,Yes,No,3,4,5,4,5,5,5,2,5,4,4,2,5,Yes,No,No,Yes,Yes,No,Sometimes,No,Yes,No,10.0,8.0,"Seating,Tech Issues",Facilities,No,4,,,No,
37,Male,Other,Graduate,Other,74971,Mumbai,Infosys,1,Performance,No,Word of Mouth,Online,Art & Culture,5.6,Within city,Colleagues,Annually,4415,No,Event + Food,Yes,"Gluten-free,Continental",882,No,No,Yes,3,2,5,4,4,4,5,4,3,2,5,3,5,Yes,Somewhat,No,No,Yes,Maybe,Always,Yes,Yes,Yes,6.0,9.0,"Accessibility,Other",Pricing,No,4,,,No,user2899@mail.com
29,Male,Married,Graduate,Corporate,74150,Delhi,College,1,Performance,Yes,Social Media,Online,Art & Culture,5.2,Within city,Family,Annually,10811,No,Parking,No,Quick snacks,792,No,Maybe,No,2,4,3,5,5,4,5,4,3,4,4,5,3,Yes,Yes,Yes,Yes,No,Maybe,Sometimes,No,Yes,No,10.0,8.0,Food Quality,Facilities,No,1,,,Yes,
42,Male,Other,Graduate,Entrepreneur,52498,Ahmedabad,Not Disclosed,1,Conference,Yes,Social Media,Online,Industry,5.7,Outstation,Friends,Annually,1219,No,Networking Access,No,Quick snacks,1042,No,Yes,Yes,5,4,4,4,5,4,3,3,3,4,5,4,4,Yes,Yes,No,Yes,Sometimes,No,Always,No,No,Yes,9.0,10.0,Accessibility,COVID-19,Somewhat,4,,,No,
34,Female,Single,Graduate,Entrepreneur,148023,Bangalore,College,6,Banquet,Yes,Social Media,Through organization,Other,6.1,Within city,Colleagues,Annually,7070,No,None,No,Indian,631,No,No,Yes,3,4,4,4,4,5,5,5,4,1,5,3,5,Yes,Yes,Yes,Yes,Sometimes,No,Sometimes,No,Maybe,Yes,10.0,7.0,Tech Issues,Safety,No,5,,,Yes,
40,Female,Single,Graduate,Other,65806,Mumbai,College,5,Conference,No,Social Media,Other,Art & Culture,8.4,Within city,Family,Annually,8788,No,None,Yes,No preference,1226,No,No,No,5,4,5,3,4,1,3,5,4,4,5,3,4,Yes,Yes,Yes,Maybe,No,No,Sometimes,Yes,Maybe,No,9.0,8.0,"Food Quality,Signage,Parking",COVID-19,No,4,,,No,
28,Female,Single,High School,Corporate,67731,Delhi,College,2,Banquet,Yes,Social Media,Through organization,Family,5.1,International,Friends,Rarely,13543,No,Event + Food,No,Vegan,681,No,No,Yes,5,5,5,3,4,5,3,4,4,2,3,5,3,Somewhat,Yes,No,Yes,No,Yes,Sometimes,No,Maybe,Yes,9.0,6.0,"Tech Issues,Seating",Safety,No,4,,,No,
31,Female,Single,High School,Entrepreneur,183984,Delhi,Not Disclosed,1,Banquet,No,Ad,Online,Art & Culture,3.4,Within city,Friends,Rarely,5198,Yes,Parking,Yes,Asian,486,No,No,No,4,5,4,4,3,3,5,4,3,3,4,3,4,Yes,No,No,Yes,No,No,Sometimes,Yes,Yes,No,8.0,8.0,Tech Issues,Crowds,No,2,,,No,
44,Male,Single,Graduate,Corporate,56108,Hyderabad,TCS,3,Conference,No,Ad,Online,Industry,2.1,Within city,Alone,Annually,6636,Yes,Networking Access,Yes,"Quick snacks,Asian",733,Yes,Yes,No,5,5,4,4,3,2,3,3,4,3,5,4,4,Yes,No,Yes,Yes,Sometimes,No,Sometimes,No,Yes,Yes,10.0,8.0,"Accessibility,Waiting Time,Tech Issues",Safety,No,5,,,Yes,
29,Female,Married,Graduate,Corporate,77699,Bangalore,Startup,1,Conference,Yes,Word of Mouth,Other,Industry,1.7,Within city,Family,Quarterly,11076,No,Networking Access,Yes,"Indian,Vegan,Asian",3223,No,Maybe,No,3,2,5,5,3,2,5,4,4,3,5,5,4,Yes,Yes,No,Maybe,Sometimes,No,Always,Yes,No,Yes,5.0,9.0,Parking,Pricing,No,4,,,Yes,
